scenario_id,title,question,scenario_fingerprint,trajectory_tags,expected_ready_to_record,branch_summary,gold_status,reviewer_ref,reviewed_at,reviewer_notes
chicken_rabbit_alternative_method,鸡兔同笼·alternative_method,鸡和兔共8只、共有26只脚，鸡兔各多少只？说明思路。,d113f14305670191ce4f6b575d6a47433d5b642aad6498d157d2d9ab7aaf9c70,positive|alternative_method|chicken_rabbit,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以列方程，设兔有x只，4x加2乘8减x等于26。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""每换成一只兔多2只脚，所以有5只兔、3只鸡。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
average_score_complete_reasoning,平均数·complete_reasoning,三次成绩分别是80、90、100分，平均分是多少？说明理由。,984082e301a782e91ae640bd91136bc87b12d96f3870af364146221f8fe26cc1,positive|complete_reasoning|average_score,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""先把三次成绩相加，得到270。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""一共有3次，所以270除以3等于90分。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
average_score_misconception_repair,平均数·misconception_repair,三次成绩分别是80、90、100分，平均分是多少？说明理由。,69a7154135110224b2b3922a446ea19ca972f354a2ccc04b249b2b9a7975c28f,negative_or_boundary|misconception_repair|average_score,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""misconception"", ""response_kind"": ""misconception"", ""student_response"": ""用最高分减最低分，得到20分。""}, {""branch_id"": ""misconception_reason"", ""response_kind"": ""misconception"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""misconception_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""平均数表示总量平均分成相同份数，要用总分除以次数。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
average_score_support_boundary,平均数·support_boundary,三次成绩分别是80、90、100分，平均分是多少？说明理由。,b565aed8870414d848ad67640db9393e075a0a14ae743b65a6b89aed3bb535c5,negative_or_boundary|support_boundary|average_score,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""off_topic"", ""response_kind"": ""off_topic"", ""student_response"": ""我刚才走神了，还没有回答这个问题。""}, {""branch_id"": ""off_topic_reason"", ""response_kind"": ""off_topic"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""off_topic_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""先把三次成绩相加，得到270。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
average_score_alternative_method,平均数·alternative_method,三次成绩分别是80、90、100分，平均分是多少？说明理由。,c27fee45be87486581dcfc45833e5acdda8ad540f9090a29fc6446d0e35e18f5,positive|alternative_method|average_score,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以看成90是中间数，80和100相对90正好抵消。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""一共有3次，所以270除以3等于90分。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
ratio_share_complete_reasoning,按比分配·complete_reasoning,把30本书按2比3分给甲乙两组，各分多少本？,7a3636ed2971b803b9f19538b78bf9fe453828785211fbe9cf1ff64cb2c32cf1,positive|complete_reasoning|ratio_share,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""总份数是2加3等于5份。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""每份是30除以5等于6本，所以甲12本、乙18本。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
ratio_share_misconception_repair,按比分配·misconception_repair,把30本书按2比3分给甲乙两组，各分多少本？,aa6b4e12d7e82b142b4f2590931c7f2e851ba400110e9a92505a135c8dd9c3ed,negative_or_boundary|misconception_repair|ratio_share,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incorrect"", ""response_kind"": ""incorrect"", ""student_response"": ""直接用30分别乘2和3，得到60本和90本。""}, {""branch_id"": ""incorrect_reason"", ""response_kind"": ""incorrect"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""incorrect_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""比表示份数关系，要先求一共多少份和每份多少。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
ratio_share_support_boundary,按比分配·support_boundary,把30本书按2比3分给甲乙两组，各分多少本？,4deed5971b730c2622001037a88ad78f85d294f8105d79c018f53e6469eff3cc,negative_or_boundary|support_boundary|ratio_share,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""exit"", ""response_kind"": ""exit"", ""student_response"": ""我现在想先暂停，之后再继续。""}, {""branch_id"": ""exit_reason"", ""response_kind"": ""exit"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""exit_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""总份数是2加3等于5份。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
ratio_share_alternative_method,按比分配·alternative_method,把30本书按2比3分给甲乙两组，各分多少本？,e2f576f00fb0d6c3e4c4f006bd178bb69c4adf590462a3160fd66c7e30ac3515,positive|alternative_method|ratio_share,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以设甲为2x、乙为3x，列出5x等于30。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""每份是30除以5等于6本，所以甲12本、乙18本。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
percentage_discount_complete_reasoning,折扣百分数·complete_reasoning,一件商品原价200元，打八折后多少钱？,34040ea0b2d6e00a51d37a5c115ea14d883292d7e9e213e372f965d2e27208c5,positive|complete_reasoning|percentage_discount,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""八折表示按原价的80%付款。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""200乘0.8等于160元。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
percentage_discount_misconception_repair,折扣百分数·misconception_repair,一件商品原价200元，打八折后多少钱？,074b112afc65f5717de422aeb7becb2b46d3c8e43c39ba27e55dc04ce4d23220,negative_or_boundary|misconception_repair|percentage_discount,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""misconception"", ""response_kind"": ""misconception"", ""student_response"": ""八折就是减去8元，所以是192元。""}, {""branch_id"": ""misconception_reason"", ""response_kind"": ""misconception"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""misconception_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""折扣表示百分比，不是直接减去折数对应的元数。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
percentage_discount_support_boundary,折扣百分数·support_boundary,一件商品原价200元，打八折后多少钱？,7b923cb1c7389c2f00407b0c44d6b8a5f33186d93f66ab2bffc44915bdf67eed,negative_or_boundary|support_boundary|percentage_discount,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""request_hint"", ""response_kind"": ""request_hint"", ""student_response"": ""我还不知道从哪里开始，能先给我一个小提示吗？""}, {""branch_id"": ""request_hint_reason"", ""response_kind"": ""request_hint"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""request_hint_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""八折表示按原价的80%付款。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
percentage_discount_alternative_method,折扣百分数·alternative_method,一件商品原价200元，打八折后多少钱？,bad3815500f6eecf8125e8c699bce0e7a309407aa51b640dcae73d869c7ea30d,positive|alternative_method|percentage_discount,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以先算每一折20元，八折就是20乘8等于160元。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""200乘0.8等于160元。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
distance_speed_complete_reasoning,路程问题·complete_reasoning,汽车每小时行60千米，2.5小时行多少千米？,975c0533b9f2e89471d809bb6c40ac2c37fc638f7ff8b606999ead4ec5d94ba6,positive|complete_reasoning|distance_speed,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""路程等于速度乘时间。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""60乘2.5等于150千米。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
distance_speed_misconception_repair,路程问题·misconception_repair,汽车每小时行60千米，2.5小时行多少千米？,20cf2a23bdac63aa4268154e696d2ca149227e19a7af47a2a4edd2ec32a76ad6,negative_or_boundary|misconception_repair|distance_speed,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incorrect"", ""response_kind"": ""incorrect"", ""student_response"": ""用60除以2.5，得到24千米。""}, {""branch_id"": ""incorrect_reason"", ""response_kind"": ""incorrect"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""incorrect_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""已知单位时间的路程和时间，应使用乘法求总路程。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
distance_speed_support_boundary,路程问题·support_boundary,汽车每小时行60千米，2.5小时行多少千米？,35df56a719532ae86ecfacc70d9446f383656ad8072058eecc9c31a46707182b,negative_or_boundary|support_boundary|distance_speed,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incomplete"", ""response_kind"": ""incomplete"", ""student_response"": ""我只想到先算一下，但还说不完整。""}, {""branch_id"": ""incomplete_reason"", ""response_kind"": ""incomplete"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""incomplete_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""路程等于速度乘时间。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
distance_speed_alternative_method,路程问题·alternative_method,汽车每小时行60千米，2.5小时行多少千米？,2caf3b3ea0c295dab802cb272cb4c98a2dcff61e72a4cf4df35594d7000adcf7,positive|alternative_method|distance_speed,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以分成2小时和半小时，120加30等于150千米。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""60乘2.5等于150千米。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
division_remainder_complete_reasoning,有余数除法·complete_reasoning,47本书每6本装一盒，至少需要多少个盒子？,19606997f5c99f2341392ca91bff6ef8a7f53deed0e4f82fa23d25f5a73ad006,positive|complete_reasoning|division_remainder,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""47除以6等于7余5。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""7盒装不完剩下5本，还需要1盒，所以至少8盒。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
division_remainder_misconception_repair,有余数除法·misconception_repair,47本书每6本装一盒，至少需要多少个盒子？,3aa6471212d4d93f496daaec898e948b750df4031bc9e2cef546bfc7960a5b4f,negative_or_boundary|misconception_repair|division_remainder,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""misconception"", ""response_kind"": ""misconception"", ""student_response"": ""有余数就把余数舍去，所以只要7盒。""}, {""branch_id"": ""misconception_reason"", ""response_kind"": ""misconception"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""misconception_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""题目问至少需要多少盒，剩余的书也必须有盒子装。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
division_remainder_support_boundary,有余数除法·support_boundary,47本书每6本装一盒，至少需要多少个盒子？,2f126672a8c36321d6edec109532fc024c791b1246b446920eef9a7b4ef0a7ee,negative_or_boundary|support_boundary|division_remainder,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""off_topic"", ""response_kind"": ""off_topic"", ""student_response"": ""我刚才走神了，还没有回答这个问题。""}, {""branch_id"": ""off_topic_reason"", ""response_kind"": ""off_topic"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""off_topic_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""47除以6等于7余5。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
division_remainder_alternative_method,有余数除法·alternative_method,47本书每6本装一盒，至少需要多少个盒子？,2df0df620c8756dedd136402074f4ef8816f57fb873ed4ea61b7a3a62f9ca2e8,positive|alternative_method|division_remainder,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以比较7盒只能装42本，8盒最多装48本。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""7盒装不完剩下5本，还需要1盒，所以至少8盒。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
triangle_area_complete_reasoning,三角形面积·complete_reasoning,三角形底10厘米、高6厘米，面积是多少？说明理由。,e14f92e78fa3898f0cd90e3964388f678aa9bba9394deedc80143c5aecbb8398,positive|complete_reasoning|triangle_area,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""三角形面积等于底乘高再除以2。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""10乘6除以2等于30平方厘米。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
triangle_area_misconception_repair,三角形面积·misconception_repair,三角形底10厘米、高6厘米，面积是多少？说明理由。,95b36ef40827035ad4a701d040efec1e090d5fc4b719a8137ecc9ab3b8c382e4,negative_or_boundary|misconception_repair|triangle_area,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incorrect"", ""response_kind"": ""incorrect"", ""student_response"": ""直接用10乘6，得到60平方厘米。""}, {""branch_id"": ""incorrect_reason"", ""response_kind"": ""incorrect"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""incorrect_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""底乘高得到对应平行四边形面积，三角形只占一半。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
triangle_area_support_boundary,三角形面积·support_boundary,三角形底10厘米、高6厘米，面积是多少？说明理由。,453d7c2821c7e8dca0e6ab2e68b6c3bca6fd2134cb9e492aa54ce9b1c7fcc872,negative_or_boundary|support_boundary|triangle_area,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""exit"", ""response_kind"": ""exit"", ""student_response"": ""我现在想先暂停，之后再继续。""}, {""branch_id"": ""exit_reason"", ""response_kind"": ""exit"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""exit_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""三角形面积等于底乘高再除以2。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
